Zip Code,Age: 20-30,Age: 30-45,Age: 45-60,Age: 60+,Race: White,Race: Black/African American,Race: American Indian and Alaska Native,Race: Asian,Race: Hawaiian and Pacific Islander,Education: Below Middle School,Educatiohn: High School,Education: College,Education: Graduate and Above,"Income: Less than 10,000","Income: Between 10,000 to 19,999","Income: Between 20,000 to 34,999","Income: Between 35,000 to 49,999","Income: Between 50,000 to 74,999","Income: More than 75,000",Employment: Employed,Employment: Unemployed,Employment: Not In Labor Force,Insurance: 2 or More,Insurance: One,Insurance: No,Transportation: Cars,Transportation: Public,Transportation: Motor
32504,3130,1969,2416,2928,10255,1510,12,239,0,140,2614,5758,1334,255,450,858,717,1048,1905,6423,366,3515,2336,9762,1294,5695,59,0
32505,8843,5746,5634,6849,18148,11454,100,645,63,491,9612,14347,1102,891,1395,2967,2489,2094,1924,14770,1005,10799,5896,22407,3714,11476,80,61
32506,6025,4825,4452,5112,16805,4951,112,1416,35,495,7060,10424,1091,569,750,1565,1652,2247,2085,9543,684,8101,5046,15010,1950,8776,94,23
32507,10052,8503,9191,10299,34270,8325,170,1695,20,554,11981,19999,3351,964,1481,4208,3538,3590,5689,19729,1620,14235,10390,29822,4735,19465,95,61
32508,4713,291,63,11,3884,586,38,252,2,19,2534,2360,53,40,8,87,174,117,79,667,22,467,220,566,30,789,0,7
32513,289,234,314,311,39,1318,9,0,0,6,523,483,14,103,152,148,58,55,38,582,50,467,257,956,153,445,20,6
32514,10624,5531,5860,7312,25788,5268,129,1535,6,296,7221,16664,2431,1050,1278,2376,2173,2984,3856,16157,1418,11052,6413,25006,3686,14538,85,80
32516,699,1009,723,942,2841,815,12,180,0,99,1614,1300,58,119,241,554,255,378,229,1582,171,1476,1073,2839,708,1406,15,15
32524,1401,1398,1281,1299,4296,1568,29,397,0,47,1542,2770,510,134,188,718,391,434,761,2955,106,2114,1176,5122,672,2757,28,0
32526,5145,5629,6330,7711,22157,4405,253,1298,176,467,8596,12414,1787,319,562,1861,2267,2761,3834,13731,654,9946,6737,20332,2340,12705,38,25
32531,1091,1465,1866,1881,7325,111,320,15,0,289,2727,2574,321,164,268,363,404,531,1182,3018,176,2820,1352,5248,1106,2830,0,0
32533,1525,1499,2194,2758,7100,1706,163,171,42,206,2804,4302,393,85,270,528,559,766,1314,4332,195,3415,2235,6460,706,4146,0,29
32534,5216,4792,5577,6773,16496,7777,47,1114,37,517,7067,12050,1121,532,911,1781,2186,2101,3247,12648,965,8480,5621,18114,2844,11654,111,0
32535,858,1195,1124,1073,2678,1599,6,8,0,155,2613,1274,46,55,246,224,257,289,198,1327,119,2787,574,2004,278,992,22,0
32536,5340,5482,4919,5223,21964,2572,292,413,0,348,7619,10353,1129,452,645,1207,1332,1828,3493,9890,906,8996,6255,16550,2571,9569,57,0
32539,4838,4063,3587,3071,15243,3104,20,493,43,344,4734,8329,976,408,626,1059,1033,1316,3110,8289,569,5290,4110,13377,1820,8699,76,19
32540,318,564,414,318,1464,20,0,5,0,0,402,766,115,25,24,179,115,238,238,1129,63,374,216,1199,502,1017,0,6
32541,3402,3233,3745,4162,15130,562,53,449,0,145,2902,7883,2125,264,313,723,817,1166,3986,8795,374,4672,3105,11306,2032,7859,0,38
32542,4757,2289,1450,1411,9641,1535,160,447,0,53,2562,5945,805,106,176,785,508,699,1471,4401,213,2361,1839,7804,583,6078,0,64
32547,7617,6779,6429,7636,23347,5248,18,1114,141,677,8509,14281,2283,984,1524,2684,1982,3492,4170,15782,779,10354,8000,18160,6191,15779,21,117
32548,3909,3591,4387,4902,15199,2103,76,747,7,294,5027,8593,1444,572,716,1710,1206,1896,2746,9828,543,5728,4605,11593,3134,9381,85,23
32550,1030,1822,2044,4020,9395,256,64,276,0,48,1284,5763,1399,171,242,412,741,923,2158,4795,234,3739,2831,6166,1243,3976,64,0
32560,1232,1077,1638,1546,5436,453,0,220,0,23,1265,3011,724,32,171,211,249,397,1279,3054,90,2221,1444,4564,195,2851,0,0
32561,1222,1641,2234,2778,8899,61,41,27,0,21,1218,4260,1830,116,164,252,370,550,2522,4609,232,2855,1714,7222,284,4110,0,21
32563,7132,8419,9381,8430,36967,1584,111,1104,50,138,8342,18419,3724,678,615,1647,1834,3016,7785,18581,1094,12330,8972,28547,3079,17372,0,42
32564,604,696,700,971,3249,177,5,0,0,96,1480,1105,118,74,202,196,232,226,444,1381,106,1437,790,2002,506,1224,11,0
32565,468,693,774,1029,3272,0,59,27,15,92,1275,1405,109,34,98,345,312,230,503,1661,47,1226,709,2265,396,1483,0,0
32566,1975,2107,2131,1933,8589,466,11,194,0,96,2376,4417,560,254,297,373,586,658,1727,4240,313,3088,2157,6798,992,4091,0,26
32567,1212,1642,1264,1296,5231,936,0,55,0,240,2552,2199,122,36,114,298,368,444,680,1985,218,3134,1224,3034,601,1739,0,15
32568,1119,1314,2025,2509,7453,383,122,38,0,170,2626,3476,393,126,325,582,539,709,1088,3531,300,3067,2013,5618,638,2929,18,0
32569,5616,4908,5572,4563,18744,2580,2,1069,88,305,6557,10396,1696,410,490,1019,1390,1703,4317,11832,551,6227,4669,16399,2561,12487,13,13
32570,5517,5081,6120,7004,23720,2408,188,555,213,459,9227,11400,1144,483,1217,1447,1402,2696,3662,11700,805,10411,6823,17857,3463,10834,11,58
32571,5982,4953,5969,5456,24845,837,108,453,22,272,7662,11069,1815,373,643,1076,1117,1767,4466,12668,511,8311,4653,20057,2596,11994,42,46
32577,1928,1638,2231,2492,7706,1923,107,70,0,58,4047,3721,214,126,341,386,404,897,1375,4430,82,3707,1462,6708,1744,4109,0,0
32578,5946,5970,7478,8107,29291,1336,86,968,118,285,7827,14337,3410,527,971,1784,1570,2530,5911,15998,901,9409,8762,21739,2667,15237,62,33
32579,1667,1672,1998,3295,7810,917,46,597,24,256,1976,4425,1451,146,223,693,471,754,2073,4465,365,3446,3384,5477,1090,4216,7,8
32583,7880,7977,7446,7762,30240,3481,393,457,54,1025,12522,14051,1497,523,859,1538,1697,2720,4209,14178,1031,15251,5878,21325,4058,13071,0,93
32588,1078,1278,1253,1768,5677,137,0,154,0,0,619,3160,1263,22,52,211,158,205,1606,3086,117,1896,2120,3795,271,2849,0,0
32591,200,290,284,376,809,415,6,14,0,22,350,579,158,31,123,114,99,90,231,685,39,413,317,815,201,581,22,0
32601,10936,2688,2658,2450,10886,8145,39,991,16,418,4743,10838,1319,1951,1069,1697,759,1222,998,9640,938,8037,2724,15786,2207,6596,722,27
32603,6658,48,25,2,5186,613,0,583,5,0,117,6284,9,10,0,15,7,4,0,1136,289,5302,60,6539,75,297,114,20
32605,7675,1749,1442,1258,9548,3002,65,481,0,134,2731,7257,1036,1046,813,909,854,819,1005,7613,483,4003,1328,10733,1677,6566,370,148
32606,7168,8272,7524,11512,33514,3937,91,3446,15,287,5843,16744,8184,416,1113,1793,2202,2601,8041,20706,687,12595,8034,32053,2529,18051,544,87
32607,11209,5833,4348,4701,21820,5936,104,2309,48,484,4622,13451,4858,1542,1272,1959,1252,1930,4146,15919,938,8852,3844,24871,2496,13075,556,191
32608,17003,4851,3858,4370,23214,4520,193,3706,42,468,5241,16847,3251,3348,1733,1912,1497,2025,2848,16059,1202,12596,3519,25268,3627,12056,1517,109
32609,3986,3639,3021,3146,7314,7897,61,220,0,1111,5822,5046,871,695,774,1340,705,980,812,6682,527,6361,3446,9971,1857,5682,174,6
32611,4449,210,45,0,3383,584,19,700,0,0,36,3975,68,83,75,186,54,14,4,1003,157,3544,77,4687,91,363,281,32
32615,1010,1371,1399,1669,4827,1689,31,49,0,84,1428,2522,872,395,332,328,232,482,1001,3046,173,2120,1107,5033,666,2790,0,0
32617,2002,2418,2075,1235,5597,2096,43,115,24,318,4211,2397,279,122,98,149,226,257,494,1515,26,6171,853,2520,199,1327,0,0
32618,2094,2607,2562,3268,11207,1349,55,142,0,331,4460,4475,501,281,661,785,823,1064,1230,5415,288,4606,2216,8901,1813,4978,0,0
32619,1463,375,504,773,2545,726,19,14,0,183,1665,816,67,36,108,161,99,186,266,842,50,2148,454,1631,199,764,0,0
32622,930,734,980,1096,3157,965,45,334,0,107,1531,1571,253,179,119,315,254,417,417,1877,272,1519,967,3270,412,1761,0,20
32626,153,225,247,574,1348,0,0,26,0,52,582,488,12,45,117,168,133,67,106,420,23,732,390,763,234,413,0,0
32628,1673,1884,2022,2425,7677,1327,6,10,21,624,4553,2136,237,377,626,523,628,489,683,2703,246,4965,1642,5054,1348,2307,2,0
32635,1224,953,827,1648,5055,136,0,76,8,14,679,2383,1192,28,68,158,273,429,1045,2782,45,1733,1168,4008,405,2279,17,65
32640,1560,1354,1824,3320,7340,1734,0,143,0,290,3884,2943,578,337,522,730,706,736,821,3645,336,4027,2231,5996,1293,3331,0,3
32641,3200,2001,1881,1403,4176,5576,0,90,0,129,2731,3959,900,763,496,850,445,573,969,4852,594,2949,1405,7564,1387,3651,182,103
32643,2159,2157,2480,2657,9806,1223,159,78,20,117,3435,4536,722,302,426,681,571,896,1551,5557,276,3510,2080,7471,2007,5202,2,16
32644,826,605,1006,1147,3407,852,4,12,0,112,1991,1168,108,219,340,423,270,296,286,1813,115,1571,839,3031,526,1620,0,7
32653,4609,4881,4562,5674,16857,3403,101,1741,0,279,4457,10178,3614,596,652,1340,1370,2344,3840,12663,613,6179,3736,17931,1604,11395,195,144
32656,667,835,1342,1671,5160,22,7,41,0,187,1820,2052,227,128,191,475,383,410,542,2106,165,2211,1296,3374,597,1972,4,0
32658,1305,1704,1789,1851,6277,1399,26,5,0,78,2254,3366,617,120,173,423,355,649,1123,3744,230,2590,1280,5901,765,3572,6,0
32666,1294,1164,1553,1752,6700,30,0,44,0,187,2816,2343,163,269,244,530,432,470,667,2805,312,2618,1345,4400,1329,2633,0,0
32667,1461,2435,2051,2631,8474,1337,17,678,0,74,2077,4072,1534,257,339,468,543,691,1798,5142,224,3077,1786,8053,964,4336,27,4
32668,571,1076,1548,2560,5170,699,334,135,0,146,2662,2187,171,154,393,683,565,364,620,2638,119,2964,1485,3992,1336,2223,0,51
32669,405,580,573,896,2833,15,0,24,0,47,1241,879,111,120,87,292,155,174,422,1362,114,928,473,2031,411,1272,0,12
32686,1192,862,1648,2155,4245,2323,0,0,0,267,2891,1922,273,266,610,622,409,498,428,2499,379,2856,1120,4671,994,2130,2,0
32693,2662,2272,3081,4440,14363,546,8,116,0,466,6152,4681,292,381,979,1605,1131,997,1049,5929,374,5912,3072,9174,2958,5336,2,13
32694,542,460,720,764,2535,240,15,11,0,38,991,1067,181,56,101,119,216,249,314,1388,144,872,611,1901,349,1334,0,0
32696,2209,2167,2887,4253,11202,1711,72,68,0,263,5785,4200,467,467,689,1005,749,1166,1366,5477,331,5535,2883,8729,1784,4845,0,20
32701,3529,3283,3522,4382,12769,2386,27,755,0,245,3013,8452,1408,357,669,1186,981,1461,2836,9289,385,4790,2083,13112,2060,7779,78,33
32702,1454,641,867,1856,5453,202,0,7,0,197,2501,1501,211,196,391,454,393,289,425,1728,260,2706,1584,3353,806,1602,0,13
32703,9543,9032,9861,7340,29282,10844,48,1136,0,1225,11847,14889,2106,1067,1081,2353,2623,2720,5579,22258,1372,11455,5009,32801,7988,20141,208,20
32704,348,365,612,550,1741,211,0,66,0,57,653,822,203,41,36,70,70,189,380,1087,54,708,284,1755,195,987,0,0
32707,10946,11611,11430,12893,44144,4135,374,1518,124,496,11462,27055,3718,1244,2093,3216,2901,4868,7440,27568,2050,16703,7026,40877,6436,24884,362,103
32708,7424,7051,9326,8805,31751,2506,112,1762,0,238,7413,18026,3528,699,1010,2251,1072,2754,6714,19405,953,11510,5707,29782,3035,17299,149,29
32709,2131,2232,2946,1773,8841,1250,0,405,0,380,2651,4628,794,203,187,641,372,441,1777,5677,496,2767,1822,8214,1125,5002,0,0
32712,9101,11075,11840,11357,38812,10164,110,1737,0,1230,14028,19222,3415,752,1268,2323,2906,3362,7725,25750,1681,14993,7684,39759,6751,22522,209,159
32713,6046,7746,8463,11264,35600,2687,38,836,12,832,13004,15607,1853,1230,1299,2923,2937,2578,4878,17803,854,14500,7303,28498,4914,15653,204,15
32714,6972,8738,7138,6319,27142,4135,46,1197,74,587,6119,16382,2540,617,1053,2305,1973,2735,4876,18323,1017,9361,3824,26610,4455,16948,207,0
32715,1019,1026,816,1164,3731,483,0,182,0,156,1257,2127,221,132,153,326,345,523,366,2301,86,1597,576,3358,590,1883,74,0
32716,1271,1507,1252,1196,4703,981,0,28,0,40,1262,2879,590,143,193,491,577,641,458,3401,294,1531,605,4624,917,2968,0,21
32720,6783,5965,8259,11023,32708,2490,99,437,0,667,11242,15563,1946,828,1699,2738,2110,2859,4679,16783,916,13990,7064,26709,4278,14925,119,93
32724,8717,5791,7511,13154,33191,4818,141,529,0,843,12383,16495,2679,1128,2073,3064,2625,3045,4202,15022,1188,18485,8544,27273,4606,13303,67,55
32725,8367,7555,9298,10965,34915,4284,185,920,0,1233,14074,16796,1294,592,1285,2864,2700,3279,4255,18852,1239,15623,7303,30911,5456,17341,64,8
32726,6205,5354,6487,10555,27722,5258,115,482,0,697,11629,11614,2353,637,1612,2361,2003,2082,4484,14764,857,12504,7149,22593,4595,13352,62,0
32733,1528,1048,746,471,3185,580,7,24,0,102,1127,1882,78,224,214,463,303,310,219,2491,116,1161,364,2971,1044,2071,123,8
32735,848,1111,1422,3478,7689,130,14,28,0,143,3277,2892,345,267,357,676,519,751,1098,3082,56,3665,2115,5067,955,2924,11,0
32736,899,978,1465,1400,5352,228,0,24,0,165,2005,2022,201,94,120,266,272,389,756,2630,95,1926,833,4335,474,2262,0,20
32738,6480,6554,7080,5951,25783,3479,0,257,0,473,11057,11709,689,516,950,1967,1852,2399,2907,14721,1045,9791,4322,22974,4407,13776,43,69
32739,1482,1409,1470,1356,5445,1349,137,119,0,336,2092,2636,119,251,152,430,423,787,416,2936,288,2387,1333,5528,784,2873,0,0
32744,437,487,619,495,2272,94,0,13,0,73,866,898,36,50,57,166,116,244,213,1029,28,933,370,1873,375,834,6,5
32746,6253,7155,8886,8068,28357,3819,67,2817,0,386,6238,16355,4057,502,622,1490,1571,2387,6934,17898,1370,10443,4549,29817,2678,15238,101,13
32750,6070,6311,7630,8089,26273,3334,76,973,11,443,8390,14566,2341,673,786,1535,1406,2234,5492,16652,1082,9884,4296,23915,3590,14461,148,8
32751,2277,2443,3298,3680,10978,1978,0,421,0,143,2392,5841,2215,326,361,822,584,855,2711,6609,242,4616,2444,10042,1268,5674,170,5
32754,2693,2720,4467,5773,15716,1517,48,384,0,285,6146,7574,938,467,699,1067,912,1442,2288,7536,751,7190,3933,12181,1983,6908,73,25
32757,2234,1968,2741,4911,11007,1941,107,57,0,279,4174,5619,1001,390,654,1091,948,960,1709,5477,457,5761,3263,7976,2186,4626,57,0
32764,2150,2138,3189,4146,12162,820,75,375,0,219,4107,5634,799,440,344,631,864,1143,1735,6144,253,5098,2190,9778,1761,5355,9,7
32765,18047,13381,15471,14701,59762,6211,71,4257,5,687,11795,35946,7294,1328,1571,2526,3067,3690,12544,37013,1943,21460,9080,58954,6507,32660,116,33
32766,3452,3202,4259,2605,14782,694,0,659,0,149,2469,7007,2074,58,339,263,438,686,3350,7917,233,4848,1792,14415,981,6908,0,0
32771,11227,13051,10049,10009,34412,15970,139,2584,7,838,12254,22138,3423,1907,1775,2643,2942,3512,7427,27277,1789,14322,7497,42392,6496,23788,501,47
32772,230,135,297,493,988,188,0,13,0,28,490,476,82,75,167,180,147,70,128,542,27,557,333,799,109,488,5,0
32773,3930,4819,3603,3438,13266,3988,24,946,5,427,5712,7041,653,515,698,1452,1043,1217,2130,9300,743,5379,1755,14527,3638,8522,101,12
32776,2564,3279,3025,3371,13478,837,75,524,28,177,3756,6070,963,225,236,417,577,887,2664,7871,329,3811,1821,11781,1772,7030,0,20
32778,3680,3560,4560,9773,21099,2707,71,328,9,599,8942,9278,1202,533,1372,2114,1692,2179,2814,9372,825,11070,6345,15637,2458,8676,31,8
32779,4452,4843,5722,6877,22923,1314,0,944,47,141,3881,12791,2929,456,470,748,1146,1808,5301,12985,654,7757,3889,20039,2189,11311,23,7
32780,5850,6466,8582,14008,33937,4505,251,850,104,361,12284,17754,2416,1242,1931,3469,2126,3716,4993,16229,1419,16808,10577,26199,3886,14425,22,149
32781,650,486,741,1123,3209,138,0,33,0,49,1298,1315,241,158,277,313,282,236,333,1345,118,1499,770,2237,457,1175,0,56
32784,1490,1168,2205,2475,8137,109,0,75,0,294,3833,2412,272,310,316,690,628,598,692,3185,395,3583,1972,4928,1445,2864,11,40
32789,3830,2811,3421,4678,14176,1447,5,692,11,322,2161,8012,3125,511,445,864,519,1021,3589,8109,303,6193,2466,13289,1048,6746,37,6
32791,615,825,743,662,2578,577,0,68,0,0,680,1722,211,51,78,257,202,299,582,1823,146,861,453,2615,347,1728,0,0
32792,14083,14293,10941,12623,47512,5399,379,2937,3,759,10527,27163,7615,2902,1952,3261,2958,4562,9239,32257,1477,17400,7452,46182,7104,27690,446,77
32795,952,1129,700,635,2692,627,0,199,36,24,892,1778,228,107,139,324,226,309,455,2124,88,1154,617,3173,349,1761,40,10
32796,529,708,900,1391,3357,529,0,93,0,82,1646,1444,125,176,186,331,299,308,272,1480,124,1860,996,2668,382,1303,0,9
32798,893,1087,1320,2681,5430,939,30,157,0,227,2251,2706,370,48,142,531,539,432,1070,2756,177,2992,1915,4197,592,2494,60,0
32799,1243,1625,2073,2560,7293,612,0,613,0,27,1578,4323,1091,92,153,225,250,540,2094,4494,179,2704,1504,6678,561,3931,52,0
32801,2022,1534,1028,722,3618,1389,0,459,0,48,1065,2575,879,231,181,508,263,588,1009,3877,115,1255,592,4211,862,2961,179,0
32802,1889,1610,1203,1480,4397,2162,0,333,0,204,1504,3161,956,494,780,477,438,657,1189,3807,302,1985,925,4986,1265,2974,140,13
32803,4272,5635,4498,3847,17749,910,26,1021,33,167,3066,10795,3359,587,562,1015,1178,2011,4920,13777,266,4130,2356,16135,2212,11661,232,7
32804,3618,4188,4066,4526,13950,3629,90,250,0,362,4808,7897,2022,739,916,936,975,1229,3364,9477,827,5664,2981,14654,2227,8120,199,13
32805,2677,2516,2309,3041,1651,11052,7,33,0,630,4570,3506,503,605,931,1510,581,686,469,5221,651,4523,2621,8215,2565,3987,559,44
32806,6734,6983,7165,6909,25122,4204,37,412,6,564,8191,13985,2722,961,1232,2090,1772,2639,4672,17035,782,9405,4645,22298,4221,14595,526,4
32807,9209,9407,6502,5216,27347,4118,80,1276,43,1263,10174,12749,1433,1008,1633,2608,2361,2828,3018,18638,1595,9570,3993,25301,7463,16774,367,21
32808,12748,9148,9952,7084,9157,34318,33,1240,38,1408,15005,12942,1044,1536,1967,3707,2808,2824,2669,23226,3018,11844,5238,35041,9792,19964,1864,67
32809,7162,8673,7230,7176,23713,6433,230,1810,37,1111,9168,11198,1774,675,1476,2411,1906,2288,3556,18321,1301,10155,4808,25233,7019,16250,723,93
32810,11774,10707,8201,7599,23116,18595,159,1480,0,907,13388,18147,1883,1178,1905,2999,2846,3661,4377,24522,1865,11361,4953,34331,8743,21220,1045,146
32811,11262,9931,6274,4346,13359,21354,39,1015,0,713,9086,12416,1225,1550,1904,3737,2471,3387,1994,21307,1738,8219,3533,28840,7587,18283,1581,103
32812,8282,7823,7592,6769,28135,3161,31,1096,15,877,9193,14015,1719,1176,1838,2446,2800,2643,3452,19195,1262,9538,4514,25085,6651,17180,627,66
32817,12760,6072,5092,4965,24602,3255,33,2440,0,522,6797,16603,1728,1092,985,1501,1643,2135,3677,17204,1285,10134,3827,25400,4822,15629,182,62
32818,12380,10493,10559,8479,12755,34218,286,2194,0,1691,12052,16332,1665,1191,1514,3199,3065,3833,4023,26139,2443,12447,5279,41646,8116,22957,1068,6
32819,5239,5101,6689,6200,18520,3921,0,3433,8,420,3820,12198,3309,441,384,826,1131,1652,5502,14305,588,8073,3695,21160,2417,12603,93,12
32821,4821,4967,3205,2743,15391,924,0,1056,18,274,2932,8411,1198,318,591,1232,904,1605,2560,11083,521,3880,2256,13942,2907,9889,239,0
32822,12637,14659,11441,10372,45585,6145,64,2613,9,1253,16072,20873,2834,1812,2338,4980,3931,4205,5067,30077,2071,16216,7351,42322,11075,26694,556,154
32824,9327,9948,9023,5470,28718,4910,277,2597,0,1148,8910,14626,2086,515,979,1423,1472,2623,4648,21187,1425,10492,4672,30609,6466,19549,172,214
32825,4550,4243,4399,3936,14875,2226,0,1052,0,371,5228,8418,1306,305,608,997,980,1298,2634,10032,738,6117,2991,14180,3159,9135,84,79
32826,22993,3836,3202,3986,29535,3457,0,1743,0,755,5836,23006,1207,733,909,1328,1275,1367,2047,11794,922,20970,3054,30102,3520,10235,196,76
32828,15129,14757,11956,8853,44402,7294,90,4928,0,911,12016,24382,5454,1027,747,1632,2364,3674,9194,29489,1900,18094,7902,44291,6717,25094,257,25
32829,4695,5163,5036,3257,14833,2348,41,1746,0,296,3889,9606,2034,193,255,490,951,1651,3450,11568,938,4993,2615,17515,2225,10459,0,0
32830,1721,841,1299,940,1275,4314,46,34,0,306,1695,1596,45,117,236,482,232,288,319,2810,309,1603,612,4054,1215,2434,202,0
32832,4837,6212,4244,2405,17528,2207,0,1489,0,74,1912,9438,2790,248,387,712,605,1297,4585,11747,445,5175,2248,19023,1662,10140,26,0
32833,1717,1986,2323,1644,8059,668,97,308,0,134,2703,3148,905,175,239,386,502,601,1368,4919,283,2342,1452,7419,826,4455,13,0
32835,13168,11774,10614,5700,31594,8958,203,4444,51,588,7995,20102,4267,1453,1325,3104,2524,3873,6764,29141,1523,10035,3745,38492,8304,25418,546,57
32836,8075,10165,7796,6438,31113,3039,47,3845,0,204,4315,17443,3779,690,806,1455,1347,2341,7510,20776,806,10253,4027,32501,5062,17922,37,11
32837,10956,11729,10692,8983,32904,5197,43,6009,526,1210,9568,19616,3002,549,1091,2950,2234,4391,5891,27578,1270,13149,5843,40006,6225,24931,546,29
32839,13718,12640,7400,4651,19986,20985,23,1626,0,1490,11465,13110,980,1394,3040,3981,3053,2733,2033,23987,1540,12076,3308,29922,10708,20083,2368,127
32857,841,1454,874,887,3775,218,0,99,0,156,1590,1397,158,88,149,325,321,405,242,2508,141,1332,483,3064,1376,2306,88,0
32859,964,1294,1614,1809,6062,242,0,134,0,51,1788,2857,640,73,171,233,274,465,1322,3245,138,2275,1451,4963,369,2801,15,15
32862,2030,2761,1969,1993,8815,384,40,952,0,126,1691,4009,1383,102,171,406,280,867,2138,5635,169,2741,1155,8975,1154,4867,22,0
32867,1196,843,1027,933,3133,448,0,279,0,113,1209,2035,332,80,80,191,202,347,582,2608,134,1194,334,3824,590,2486,0,15
32872,1363,1728,1446,1500,5833,453,0,66,0,273,2289,2101,241,237,334,434,536,334,460,3424,359,2139,885,5879,1083,3143,57,0
32878,5078,2543,1505,898,8966,1473,0,761,0,479,1196,7127,379,330,829,798,607,1183,1008,7182,154,2609,1030,9198,1526,6778,0,0
32901,2171,1328,2216,3357,5251,3890,24,317,0,377,3738,3460,334,670,1075,874,700,532,427,3242,441,5244,2094,6057,1807,2698,33,6
32902,293,524,672,903,2324,599,30,9,0,48,769,1433,114,77,371,267,243,219,180,1434,75,876,605,1984,440,1133,8,17
32903,990,1192,1722,2543,7013,31,0,306,14,54,1151,3689,1111,131,146,362,232,453,1762,3470,128,2805,1587,5503,476,2978,22,31
32904,10199,7274,10199,15714,41101,4476,176,2086,13,911,13465,21080,3793,993,1742,3130,3008,3752,6745,21557,1207,20167,10181,34536,4653,18821,178,106
32905,4618,3797,4368,6637,18767,2648,65,1196,0,473,7127,8090,1649,396,1097,1707,1261,2189,2718,9772,552,8861,4498,16610,2511,8796,0,0
32906,1767,1369,1185,1808,5482,896,138,153,0,213,2112,2808,365,193,682,645,474,411,618,3116,403,2448,1175,4651,1383,2680,2,19
32907,8758,7769,8291,10268,30780,8810,407,763,0,637,14466,15193,1195,567,1141,2647,2749,3381,3825,17885,1538,15262,7285,31180,4777,16360,25,18
32909,5955,6252,7989,8315,26453,6434,197,688,0,871,10236,13303,1733,720,1204,1958,1999,2522,4041,15837,875,11421,5279,24908,5130,13858,12,57
32920,1215,1260,2717,4686,9912,256,43,125,0,191,2945,5113,1282,391,616,1023,782,1020,1766,4389,324,5102,3317,6053,1273,3497,113,30
32922,2946,2537,3468,4235,8893,5887,99,125,0,513,5413,5319,617,717,787,1405,1107,985,1260,6602,361,5997,3002,10744,2242,5601,157,31
32923,388,185,505,957,1917,268,0,7,0,31,514,1155,279,71,142,157,163,169,400,996,81,952,741,1314,174,822,36,33
32924,629,517,642,588,1060,1400,0,2,0,156,959,602,54,275,206,282,162,104,64,1096,97,1169,372,2013,765,901,75,10
32925,513,298,176,144,1183,131,11,82,0,16,232,714,93,26,13,72,112,70,147,391,47,406,332,871,11,482,3,0
32926,2736,2551,3473,3932,12351,2215,17,486,15,261,4480,6163,568,364,762,928,937,1098,1562,6621,516,5395,2823,10209,2480,6213,0,0
32927,3840,4614,5230,4756,18801,1329,16,210,128,314,7717,8449,960,302,450,1047,1283,1637,2798,10169,742,7329,3787,14417,2534,9514,112,55
32931,1630,1612,3321,5907,13170,71,36,148,0,176,2988,6522,1901,364,578,1148,834,1214,2799,5399,234,6617,3792,8451,1293,4358,83,34
32934,1556,1097,2259,3066,8145,111,74,499,64,62,1852,4275,1346,103,274,295,460,625,1881,4235,209,3435,2326,6365,534,3868,10,22
32935,9605,8509,11245,14671,43379,3346,139,1667,0,965,15497,20645,3810,1004,2368,3307,3321,4155,6390,23653,1178,18502,10432,35347,5951,21476,234,56
32936,577,546,769,918,2853,169,15,16,0,57,785,1487,178,61,312,315,180,266,339,1623,86,1073,504,1990,606,1448,26,5
32937,5322,5128,8744,11849,33792,700,32,489,72,209,6465,16809,5595,503,872,1552,1892,2792,7478,16398,904,13104,7898,24962,3060,14143,19,0
32940,5515,4605,7884,10930,29730,1332,0,1070,0,117,6531,15127,4944,493,849,1279,1700,2260,6510,14372,658,13312,8182,23102,1846,12523,0,75
32948,1707,1969,908,1633,6556,536,46,13,0,266,2924,1567,61,49,289,494,233,578,261,2931,344,2796,930,5692,1582,2636,37,23
32949,137,207,357,605,1397,52,0,0,0,7,492,598,175,33,18,76,115,88,237,573,44,683,340,944,170,492,0,0
32951,840,1549,2774,5556,11641,22,7,187,0,74,2479,5561,2010,188,283,704,458,1179,2498,4372,302,6023,3417,7976,636,3267,54,17
32952,2362,1936,3588,4707,13368,255,0,296,0,179,3769,6564,1310,448,450,840,687,1243,2527,6778,349,5162,3355,9102,1880,5905,37,76
32953,4187,3232,5897,7126,20899,1576,58,398,14,273,6300,10570,1901,438,868,1661,1196,1691,3755,10756,768,8503,4806,15711,3023,9371,25,57
32955,5961,8007,9445,12444,36351,3704,48,1236,68,370,10146,18949,4152,619,972,2188,2185,3500,7293,18858,1285,14976,10110,29234,3751,17266,23,112
32956,594,611,1013,907,2815,672,11,90,0,100,866,1490,317,56,61,211,108,281,666,1890,79,1069,738,2539,463,1704,0,7
32958,4345,4307,6719,11786,28709,1686,181,144,49,543,11833,11266,1733,434,1237,2218,1873,2548,3336,11997,979,13744,7267,20646,3522,10803,10,65
32959,293,475,999,844,2869,57,0,16,0,64,977,1153,272,76,169,229,218,188,331,1147,115,1341,736,1810,499,997,36,0
32960,2769,2037,2956,5470,12501,1751,112,353,0,202,5618,5475,865,674,910,1775,1050,1026,1217,6542,699,5901,3274,9323,2881,5912,14,36
32962,4333,4887,5147,8835,23543,2950,33,288,0,973,7782,10553,1091,397,917,1802,1575,1944,2435,11688,895,10139,5800,16945,4762,10670,0,85
32963,791,662,1700,9518,12880,269,0,53,9,117,1230,7048,3723,247,254,324,513,720,4323,4003,124,8505,5674,7122,508,2938,17,0
